Age,Gender,City,Make,Model,SumInsured,Label
36 Years ,FeMale ,Islamabad,S.Wagon-R,2018,935370,No Claim
50 Years,FeMale ,Islamabad,S.Wagon-R,2018,1047600,No Claim
35 Years,FeMale ,Islamabad,H.City,2018,1500000,No Claim
50 Years,FeMale ,Islamabad,H.City,2018,1600000,No Claim
34 Years,FeMale ,Islamabad,S.Swift,2020,725300,No Claim
55 Years,FeMale ,Peshawar,H.BRV,2020,3265000,No Claim
43 Years,FeMale ,Mardan,T.GLI,2018,2064606,No Claim
35 Years,FeMale ,Islamabad,S.Hustler,2014,1012500,No Claim
22 Years,Male,Islamabad,T.Grande,2018,1835000,No Claim
39 Years,FeMale ,Islamabad,S.Swift,2020,750000,No Claim
27 Years,Male,Islamabad,S.Mehran,2016,725000,No Claim
55 Years,FeMale ,Islamabad,S.Wagon,2020,1395000,No Claim
45 Years,Male,Islamabad,S.Wagon-R,2018,886140,No Claim
36 Years ,Male,Peshawar,T.Aqua,2018,2600000,No Claim
24 Years,FeMale ,Islamabad,S.Wagon-R,2018,1110600,No Claim
48 Years,FeMale ,Islamabad,T.Altis,2018,2541150,No Claim
30 Years,Male,Islamabad,T.Grande,2018,2500000,No Claim
46 Years,Male,Peshawar,T.Aqua,2016,2000000,No Claim
63 Years,Male,Peshawar,T.Grande,2018,2427244,No Claim
39 Yerars,Male,Mardan,S.Wagon,2020,1433000,No Claim
46 Years,FeMale ,Islamabad,T.Grande,2018,3179500,No Claim
39 Yerars,Male,Peshawar,T.Grande,2018,3765000,No Claim
50 Years,Male,Islamabad,T.Grande,2018,3550000,No Claim
40 Years,FeMale ,Islamabad,H.BRV,2018,2607500,No Claim
29 Years,FeMale ,Islamabad,S.Swift,2018,1074836,No Claim
40 Years,Male,Islamabad,S.Mehran,2018,550000,No Claim
25 Years,Male,Islamabad,T.Grande,2018,3907000,No Claim
39 Years,Male,Islamabad,S.Wagon-R,2016,988200,No Claim
25 Years,FeMale ,Islamabad,T.Grande,2016,2600000,No Claim
36 years ,FeMale ,Islamabad,T.GLI,2016,1772000,No Claim
35 Years,Male,Islamabad,H.City,2018,1500000,No Claim
50 Years,Male,Islamabad,H.City,2018,1600000,No Claim
34 Years,Male,Islamabad,S.Swift,2020,725300,No Claim
55 Years,Male,Peshawar,H.BRV,2020,3265000,Accidental Claim
43 Years,Male,Mardan,T.GLI,2018,2064606,Theft Claim
35 Years,Male,Islamabad,S.Hustler,2014,1012500,Fraud Claim
22 Years,Male,Islamabad,T.Grande,2018,1835000,No Claim
39 Years,Male,Islamabad,S.Swift,2020,750000,Accidental Claim
27 Years,Male,Islamabad,S.Mehran,2016,725000,Theft Claim
55 Years,Male,Islamabad,S.Wagon,2020,1395000,Fraud Claim
45 Years,Male,Islamabad,S.Wagon,2016,1057515,No Claim
38 Years,Male,Islamabad,H.City,2016,1225000,Accidental Claim
50 Years,Male,Islamabad,T.Grande,2013,2000000,Theft Claim
40 Years,Male,Islamabad,S.Swift,2018,1225000,Fraud Claim
70 Years,Male,Islamabad,H.City,2016,1700000,No Claim
30 Years,FeMale ,Islamabad,S.Wagon-R,2018,1029600,Accidental Claim
65 Years,FeMale ,Islamabad,T.Altis,2014,1500000,Theft Claim
50 Years,Male,Peshawar,S.Cultus,2018,1251909,Fraud Claim
73 Years,Male,Islamabad,T.GLI,2016,1772000,No Claim
55 Years,Male,Islamabad,T.GLI,2018,2200000,Accidental Claim
35 Years,FeMale ,Islamabad,H.City,2020,2267500,Theft Claim
36 Years ,FeMale ,Islamabad,S.Wagon-R,2018,935370,Fraud Claim
50 Years,FeMale ,Islamabad,S.Wagon-R,2018,1047600,No Claim
35 Years,Male,Islamabad,H.City,2018,1500000,Accidental Claim
50 Years,Male,Islamabad,H.City,2018,1600000,Theft Claim
34 Years,Male,Islamabad,S.Swift,2020,725300,Fraud Claim
55 Years,Male,Peshawar,H.BRV,2020,3265000,No Claim
43 Years,Male,Mardan,T.GLI,2018,2064606,No Claim
35 Years,Male,Islamabad,S.Hustler,2014,1012500,Accidental Claim
22 Years,Male,Islamabad,T.Grande,2018,1835000,Theft Claim
39 Years,Male,Islamabad,S.Swift,2020,750000,Fraud Claim
27 Years,Male,Islamabad,S.Mehran,2016,725000,No Claim
55 Years,Male,Islamabad,S.Wagon,2020,1395000,Accidental Claim
45 Years,Male,Islamabad,S.Wagon-R,2018,886140,Theft Claim
36 Years ,Male,Peshawar,T.Aqua,2018,2600000,Fraud Claim
24 Years,FeMale ,Islamabad,S.Wagon-R,2018,1110600,No Claim
48 Years,FeMale ,Islamabad,T.Altis,2018,2541150,Accidental Claim
30 Years,Male,Islamabad,T.Grande,2018,2500000,Theft Claim
46 Years,Male,Peshawar,T.Aqua,2016,2000000,Fraud Claim
63 Years,Male,Peshawar,T.Grande,2018,2427244,No Claim
39 Yerars,Male,Mardan,S.Wagon,2020,1433000,Accidental Claim
46 Years,FeMale ,Islamabad,T.Grande,2020,3179500,Theft Claim
39 Yerars,Male,Peshawar,T.Grande,2020,3765000,Fraud Claim
50 Years,Male,Islamabad,T.Grande,2020,3550000,No Claim
40 Years,FeMale ,Islamabad,H.BRV,2020,2607500,Accidental Claim
29 Years,FeMale ,Islamabad,S.Swift,2018,1074836,Theft Claim
40 Years,Male,Islamabad,S.Mehran,2018,550000,Fraud Claim
25 Years,Male,Islamabad,T.Grande,2020,3907000,No Claim
39 Years,Male,Islamabad,S.Wagon-R,2014,988200,Accidental Claim
25 Years,FeMale ,Islamabad,T.Grande,2016,2600000,Theft Claim
36 years ,FeMale ,Islamabad,T.GLI,2016,1772000,Fraud Claim
24 Years,Male,Islamabad,S.Wagon-R,2018,908650,No Claim
46 years,FeMale ,Islamabad,S.Wagon,2020,1295000,Theft Claim
60 years,Male,Peshawar,T.Grande,2020,3907000,Theft Claim
47 years ,FeMale ,Muzaffarabad,S.Mehran,2018,601003,Theft Claim
42 Years,Male,chakwal,S.Wagon,2020,1518000,Theft Claim
36 Years,Male,Muzaffarabad,S.Mehran,2016,516132,Theft Claim
27 Years,Male,chakwal,S.Mehran,2016,502239,Theft Claim
25 Years,Male,Islamabad,S.Mehran,2018,601800,Theft Claim
60 Years,Male,Islamabad,S.Mehran,2018,607500,Theft Claim
30 Years,Male,Islamabad,Honda  City,2018,1304910,Theft Claim
37 Years ,Male,Islamabad,Suzuki  Bolan,2018,607500,Theft Claim
40 Years,Male,Mir Pur AJK,Honda  CIVIC VTI ORIEL P/T,2018,2134755,Theft Claim
21 Years ,Male,Islamabad,Suzuki  Bolan,2016,528525,Theft Claim
40 Years ,Male,Islamabad,Honda  Civic Oriel,2018,2635500,Theft Claim
25 Years,Male,Chakwal,Suzuki  Mehran,2018,625860,Theft Claim
35 Years,Male,Islamabad,Kia  Sportage AWD,2020,5399000,Theft Claim
60 Years,Male,Islamabad,Suzuki  Wagon R,2018,886146,Theft Claim
45 Years,Male,Islamabad,Suzuki Wagon R,2016,1057515,Theft Claim
40 years,Male,Islamabad,Toyata Vitz,2016,1225000,Theft Claim
50 Years,Male,Islamabad,T.Grande,2013,2000000,Theft Claim
40 Years,Male,Islamabad,Honda city,2018,1225000,Theft Claim
70 Years,Male,Peshawar,H.City,2016,1700000,Theft Claim
30 Years,Male,Islamabad,S.Wagon-R,2018,1029600,Theft Claim
45 Years,FeMale ,Islamabad,T.Altis,2014,1500000,Theft Claim
50 Years,Male,Peshawar,S.Cultus,2018,1251909,Theft Claim
73 Years,Male,Peshawar,T.GLI,2016,1772000,Theft Claim
55 Years,Male,Peshawar,T.GLI,2018,2200000,Theft Claim
35 Years,Male,Islamabad,Suzuki Clutus,2020,2267500,Theft Claim
36 Years ,FeMale ,Islamabad,S.Wagon-R,2016,935370,Theft Claim
50 Years,Male,Islamabad,S.Wagon-R,2016,1047600,Theft Claim
35 Years,FeMale ,Islamabad,H.City,2018,1500000,Theft Claim
50 Years,Male,Peshawar,H.City,2018,1600000,Theft Claim
34 Years,FeMale ,Islamabad,S.Swift,2020,725300,Theft Claim
55 Years,Male,Peshawar,H.BRV,2018,3265000,Theft Claim
43 Years,FeMale ,Mardan,T.GLI,2018,2064606,Theft Claim
35 Years,Male,Islamabad,S.Hustler,2016,1012500,Theft Claim
22 Years,Male,Peshawar,T.Grande,2018,1835000,Theft Claim
39 Years,FeMale ,Islamabad,S.Swift,2020,750000,Theft Claim
27 Years,Male,Islamabad,Prince Pearl,2016,725000,Theft Claim
55 Years,Male,Islamabad,S.Wagon,2020,1395000,Theft Claim
45 Years,FeMale ,Islamabad,S.Wagon-R,2018,886140,Theft Claim
36 Years ,Male,Mardan,T.Aqua,2018,2600000,Theft Claim
24 Years,FeMale ,Islamabad,S.Wagon,2018,1110600,Theft Claim
48 Years,Male,Islamabad,T.Altis,2018,2541150,Accidental Claim
30 Years,FeMale ,Islamabad,T.Grande,2018,2500000,Theft Claim
46 Years,FeMale ,Peshawar,T.Aqua,2016,2000000,Fraud Claim
63 Years,Male,Peshawar,T.Grande,2018,2427244,Theft Claim
39 Yerars,FeMale ,Mardan,S.Wagon,2018,1433000,Accidental Claim
46 Years,FeMale ,Islamabad,T.Grande,2018,3179500,Theft Claim
39 Yerars,Male,Islamabad,T.Grande,2020,3765000,Fraud Claim
50 Years,Male,Islamabad,T.Grande,2020,3550000,Theft Claim
40 Years,FeMale ,Peshawar,H.BRV,2020,2607500,Accidental Claim
29 Years,FeMale ,Mardan,S.Swift,2018,1074836,Theft Claim
40 Years,Male,Peshawar,S.Mehran,2018,550000,Fraud Claim
25 Years,FeMale ,Islamabad,T.Grande,2020,3907000,Theft Claim
39 Years,Male,Islamabad,cultus,2014,988200,Accidental Claim
25 Years,FeMale ,Islamabad,T.Grande,2018,2600000,Theft Claim
36 years ,FeMale ,Islamabad,T.GLI,2014,1772000,Fraud Claim
24 Years,Male,Islamabad,S.Wagon-R,214,908650,Theft Claim
46 years,FeMale ,Islamabad,S.Wagon,2018,1295000,Accidental Claim
60 years,Male,Peshawar,T.Grande,2020,3907000,Theft Claim
47 years ,FeMale ,Muzaffarabad,S.Mehran,2018,601003,Fraud Claim
42 Years,Male,chakwal,S.Wagon,2018,1518000,Theft Claim
36 Years,Male,Muzaffarabad,S.Mehran,2016,516132,Accidental Claim
27 Years,Male,chakwal,S.Mehran,2014,502239,Theft Claim
45 Years,Male,Islamabad,S.Wagon,2018,1057515,Fraud Claim
38 Years,Male,Islamabad,H.City,2016,1225000,Theft Claim
50 Years,Male,Islamabad,T.Grande,2014,2000000,Theft Claim
40 Years,Male,Islamabad,S.Swift,2018,1225000,Theft Claim
70 Years,Male,Islamabad,H.City,2016,1700000,Theft Claim
30 Years,FeMale ,Islamabad,S.Wagon-R,2020,1029600,Theft Claim
65 Years,FeMale ,Islamabad,T.Altis,2016,1500000,Theft Claim
50 Years,Male,Peshawar,S.Cultus,2020,1251909,Theft Claim
73 Years,Male,Islamabad,T.GLI,2016,1772000,Theft Claim
55 Years,Male,Islamabad,T.GLI,2018,2200000,Theft Claim
35 Years,FeMale ,Islamabad,H.City,2020,2267500,Theft Claim
36 Years ,FeMale ,Islamabad,S.Wagon-R,2018,935370,Theft Claim
50 Years,FeMale ,Islamabad,S.Wagon-R,2018,1047600,Theft Claim
35 Years,FeMale ,Islamabad,H.City,2018,1500000,Theft Claim
50 Years,FeMale ,Islamabad,H.City,2018,1600000,Theft Claim
34 Years,FeMale ,Islamabad,S.Swift,2020,725300,Theft Claim
55 Years,FeMale ,Peshawar,H.BRV,2020,3265000,Theft Claim
43 Years,FeMale ,Mardan,T.GLI,2018,2064606,Theft Claim
35 Years,FeMale ,Islamabad,S.Hustler,2014,1012500,Theft Claim
22 Years,Male,Islamabad,T.Grande,2018,1835000,Theft Claim
39 Years,FeMale ,Islamabad,S.Swift,2020,750000,Theft Claim
27 Years,Male,Islamabad,S.Mehran,2016,725000,Theft Claim
55 Years,FeMale ,Islamabad,S.Wagon,2020,1395000,Theft Claim
45 Years,Male,Islamabad,S.Wagon-R,2018,886140,Theft Claim
36 Years ,Male,Peshawar,T.Aqua,2018,2600000,Accidental Claim
24 Years,FeMale ,Islamabad,S.Wagon-R,2018,1110600,Theft Claim
48 Years,FeMale ,Islamabad,T.Altis,2018,2541150,Fraud Claim
30 Years,Male,Islamabad,T.Grande,2018,2500000,Theft Claim
46 Years,Male,Peshawar,T.Aqua,2016,2000000,Accidental Claim
63 Years,Male,Peshawar,T.Grande,2018,2427244,Theft Claim
39 Yerars,Male,Mardan,S.Wagon,2020,1433000,Fraud Claim
46 Years,FeMale ,Islamabad,T.Grande,2018,3179500,Theft Claim
39 Yerars,Male,Peshawar,T.Grande,2018,3765000,Accidental Claim
50 Years,Male,Islamabad,T.Grande,2018,3550000,Theft Claim
40 Years,FeMale ,Islamabad,H.BRV,2018,2607500,Fraud Claim
29 Years,FeMale ,Islamabad,S.Swift,2018,1074836,Theft Claim
40 Years,Male,Islamabad,S.Mehran,2018,550000,Accidental Claim
25 Years,Male,Islamabad,T.Grande,2018,3907000,Theft Claim
39 Years,Male,Islamabad,S.Wagon-R,2016,988200,Fraud Claim
25 Years,FeMale ,Islamabad,T.Grande,2016,2600000,Theft Claim
36 years ,FeMale ,Islamabad,T.GLI,2016,1772000,Accidental Claim
24 Years,Male,Islamabad,S.Wagon-R,2018,908650,Theft Claim
46 years,FeMale ,Islamabad,S.Wagon,2020,1295000,Fraud Claim
60 years,Male,Peshawar,T.Grande,2020,3907000,Theft Claim
47 years ,FeMale ,Muzaffarabad,S.Mehran,2020,601003,Accidental Claim
42 Years,Male,Peshawar,S.Wagon,2020,1518000,Theft Claim
36 Years,Male,Muzaffarabad,S.Mehran,2016,516132,Fraud Claim
27 Years,Male,Peshawar,S.Mehran,2016,502239,Theft Claim
45 Years,Male,Islamabad,S.Wagon,2016,1057515,Theft Claim
38 Years,Male,Peshawar,H.City,2016,1225000,Theft Claim
50 Years,Male,Mardan,T.Grande,2013,2000000,Theft Claim
40 Years,FeMale ,Islamabad,S.Swift,2018,1225000,Theft Claim
70 Years,FeMale ,Islamabad,H.City,2016,1700000,Theft Claim
30 Years,FeMale ,Peshawar,S.Wagon-R,2018,1029600,Theft Claim
65 Years,FeMale ,Islamabad,T.Altis,2014,1500000,Theft Claim
50 Years,Male,Mardan,S.Cultus,2018,1251909,Theft Claim
73 Years,Male,Islamabad,T.GLI,2016,1772000,Theft Claim
55 Years,Male,Islamabad,T.GLI,2018,2200000,Theft Claim
35 Years,FeMale ,Islamabad,H.City,2020,2267500,Theft Claim
36 Years ,FeMale ,Peshawar,S.Wagon-R,2018,935370,Theft Claim
50 Years,FeMale ,Islamabad,S.Wagon-R,2018,1047600,Theft Claim
35 Years,Male,Islamabad,H.City,2018,1500000,Theft Claim
50 Years,Male,Islamabad,H.City,2018,1600000,Theft Claim
34 Years,Male,Islamabad,S.Swift,2020,725300,Theft Claim
55 Years,Male,chakwal,H.BRV,2020,3265000,Theft Claim
43 Years,Male,chakwal,T.GLI,2018,2064606,Theft Claim
35 Years,Male,Islamabad,S.Hustler,2014,1012500,Theft Claim
22 Years,Male,Islamabad,T.Grande,2018,1835000,Theft Claim
39 Years,Male,Islamabad,S.Swift,2020,750000,Theft Claim
27 Years,Male,Islamabad,S.Mehran,2016,725000,Theft Claim
55 Years,Male,Islamabad,S.Wagon,2020,1395000,Theft Claim
45 Years,Male,chakwal,S.Wagon-R,2018,886140,Theft Claim
36 Years ,Male,chakwal,T.Aqua,2018,2600000,Theft Claim
24 Years,FeMale ,Peshawar,S.Wagon-R,2018,1110600,Theft Claim
48 Years,FeMale ,chakwal,T.Altis,2018,2541150,Theft Claim
30 Years,Male,Peshawar,T.Grande,2018,2500000,Theft Claim
46 Years,FeMale ,Peshawar,T.Aqua,2016,2000000,Theft Claim
63 Years,Male,Islamabad,T.Grande,2018,2427244,Theft Claim
39 Yerars,FeMale ,Mardan,S.Wagon,2020,1433000,Theft Claim
46 Years,Male,Islamabad,T.Grande,2020,3179500,Theft Claim
39 Yerars,Male,chakwal,T.Grande,2020,3765000,Theft Claim
50 Years,Male,chakwal,T.Grande,2020,3550000,Theft Claim
40 Years,FeMale ,Islamabad,H.BRV,2020,2607500,Theft Claim
29 Years,FeMale ,Islamabad,S.Swift,2018,1074836,Theft Claim
40 Years,Male,Islamabad,S.Mehran,2018,550000,Theft Claim
25 Years,Male,Peshawar,T.Grande,2020,3907000,Theft Claim
39 Years,Male,Peshawar,S.Wagon-R,2014,988200,Theft Claim
25 Years,Male,Islamabad,T.Grande,2016,2600000,Theft Claim
36 years ,FeMale ,Islamabad,T.GLI,2016,1772000,Theft Claim
24 Years,Male,chakwal,S.Wagon-R,2018,908650,Theft Claim
46 years,FeMale ,Peshawar,S.Wagon,2020,1295000,Accidental Claim
60 years,Male,chakwal,T.Grande,2020,3907000,Theft Claim
47 years ,FeMale ,Muzaffarabad,S.Mehran,2020,601003,Fraud Claim
42 Years,FeMale ,chakwal,S.Wagon,2020,1518000,Theft Claim
36 Years,FeMale ,Muzaffarabad,S.Mehran,2016,516132,Accidental Claim
27 Years,Male,Islamabad,S.Mehran,2016,502239,Theft Claim
45 Years,Male,Peshawar,S.Wagon,2016,1057515,Fraud Claim
38 Years,Male,Peshawar,H.City,2016,1225000,Theft Claim
50 Years,Male,Islamabad,T.Grande,2013,2000000,Accidental Claim
40 Years,Male,Islamabad,S.Swift,2018,1225000,Theft Claim
70 Years,Male,Islamabad,H.City,2016,1700000,Fraud Claim
30 Years,Male,Islamabad,S.Wagon-R,2018,1029600,Theft Claim
65 Years,FeMale ,Islamabad,T.Altis,2016,1500000,Accidental Claim
50 Years,Male,Peshawar,S.Cultus,2020,1251909,Theft Claim
73 Years,Male,Islamabad,T.GLI,2016,1772000,Fraud Claim
55 Years,Male,Islamabad,T.GLI,2020,2200000,Theft Claim
35 Years,FeMale ,Islamabad,H.City,2018,2267500,Accidental Claim
36 Years ,FeMale ,Islamabad,S.Wagon-R,2016,935370,Theft Claim
50 Years,FeMale ,Islamabad,S.Wagon-R,2020,1047600,Fraud Claim
35 Years,Male,Islamabad,H.City,2014,1500000,Theft Claim
50 Years,Male,Islamabad,H.City,2018,1600000,Accidental Claim
34 Years,Male,Islamabad,S.Swift,2020,725300,Theft Claim
55 Years,Male,Peshawar,H.BRV,2020,3265000,Fraud Claim
43 Years,Male,Mardan,T.GLI,2018,2064606,Theft Claim
35 Years,Male,Islamabad,S.Hustler,2016,1012500,Theft Claim
22 Years,Male,Islamabad,T.Grande,2018,1835000,Theft Claim
39 Years,Male,Islamabad,S.Swift,2020,750000,Theft Claim
27 Years,Male,Islamabad,S.Mehran,2018,725000,Theft Claim
55 Years,Male,Islamabad,S.Wagon,2020,1395000,Theft Claim
45 Years,Male,Islamabad,S.Wagon-R,2018,886140,Theft Claim
36 Years ,Male,Peshawar,T.Aqua,2018,2600000,Theft Claim
24 Years,FeMale ,Islamabad,S.Wagon-R,2020,1110600,Theft Claim
48 Years,FeMale ,Islamabad,T.Altis,2020,2541150,Theft Claim
30 Years,Male,Islamabad,T.Grande,2018,2500000,Theft Claim
46 Years,Male,Peshawar,T.Aqua,2018,2000000,Theft Claim
63 Years,Male,Peshawar,T.Grande,2020,2427244,Theft Claim
39 Yerars,Male,Mardan,S.Wagon,2020,1433000,Theft Claim
46 Years,FeMale ,Islamabad,T.Grande,2020,3179500,Theft Claim
39 Yerars,Male,Peshawar,T.Grande,2020,3765000,Theft Claim
50 Years,Male,Islamabad,T.Grande,2020,3550000,Theft Claim
40 Years,FeMale ,Islamabad,H.BRV,2020,2607500,Theft Claim
29 Years,FeMale ,Islamabad,S.Swift,2018,1074836,Theft Claim
40 Years,Male,Islamabad,S.Mehran,2018,550000,Theft Claim
25 Years,Male,Islamabad,T.Grande,2018,3907000,Theft Claim
39 Years,Male,Islamabad,S.Wagon-R,2016,988200,Theft Claim
25 Years,FeMale ,Islamabad,T.Grande,2018,2600000,Theft Claim
36 years ,FeMale ,Islamabad,T.GLI,2016,1772000,Accidental Claim
24 Years,Male,Islamabad,S.Wagon-R,2018,908650,Theft Claim
46 years,FeMale ,Islamabad,S.Wagon,2020,1295000,Fraud Claim
60 years,Male,Peshawar,T.Grande,2020,3907000,Theft Claim
47 years ,FeMale ,Muzaffarabad,S.Mehran,2020,601003,Accidental Claim
42 Years,Male,chakwal,S.Wagon,2020,1518000,Theft Claim
36 Years,Male,Muzaffarabad,S.Mehran,2018,516132,Fraud Claim
27 Years,FeMale ,chakwal,S.Mehran,2016,502239,Theft Claim
45 Years,FeMale ,Islamabad,S.Wagon,2016,1057515,Accidental Claim
38 Years,FeMale ,Islamabad,H.City,2016,1225000,Theft Claim
50 Years,Male,Islamabad,T.Grande,2013,2000000,Fraud Claim
40 Years,Male,Islamabad,S.Swift,2018,1225000,Theft Claim
70 Years,Male,Peshawar,H.City,2016,1700000,Accidental Claim
30 Years,FeMale ,Peshawar,S.Wagon-R,2018,1029600,Theft Claim
65 Years,FeMale ,Peshawar,T.Altis,2014,1500000,Fraud Claim
50 Years,FeMale ,Peshawar,S.Cultus,2018,1251909,Theft Claim
73 Years,Male,Peshawar,T.GLI,2016,1772000,Accidental Claim
55 Years,Male,Peshawar,T.GLI,2018,2200000,Theft Claim
35 Years,FeMale ,Peshawar,H.City,2020,2267500,Fraud Claim
36 Years ,FeMale ,Peshawar,S.Wagon-R,2018,935370,Theft Claim
50 Years,FeMale ,Peshawar,S.Wagon-R,2018,1047600,Accidental Claim
35 Years,Male,Peshawar,H.City,2018,1500000,Theft Claim
50 Years,Male,Peshawar,H.City,2018,1600000,Fraud Claim
34 Years,Male,Islamabad,S.Swift,2020,725300,Theft Claim
55 Years,Male,Peshawar,H.BRV,2020,3265000,Theft Claim
43 Years,Male,Peshawar,T.GLI,2018,2064606,Theft Claim
35 Years,Male,Peshawar,S.Hustler,2014,1012500,Theft Claim
22 Years,FeMale ,Islamabad,T.Grande,2018,1835000,Theft Claim
39 Years,FeMale ,Islamabad,S.Swift,2020,750000,Theft Claim
27 Years,FeMale ,Islamabad,S.Mehran,2016,725000,Theft Claim
55 Years,Male,Islamabad,S.Wagon,2020,1395000,Theft Claim
45 Years,Male,Peshawar,S.Wagon-R,2018,886140,Theft Claim
36 Years ,Male,Peshawar,T.Aqua,2018,2600000,Theft Claim
24 Years,FeMale ,Islamabad,S.Wagon-R,2018,1110600,Theft Claim
48 Years,Male,Islamabad,T.Altis,2018,2541150,Theft Claim
30 Years,FeMale ,Islamabad,T.Grande,2018,2500000,Theft Claim
46 Years,Male,Islamabad,T.Aqua,2016,2000000,Theft Claim
63 Years,Male,Peshawar,T.Grande,2020,2427244,Theft Claim
39 Yerars,Male,Peshawar,S.Wagon,2020,1433000,Theft Claim
46 Years,FeMale ,Islamabad,T.Grande,2020,3179500,Theft Claim
39 Yerars,Male,chakwal,T.Grande,2020,3765000,Theft Claim
50 Years,Male,chakwal,T.Grande,2020,3550000,Theft Claim
40 Years,FeMale ,Islamabad,H.BRV,2020,2607500,Theft Claim
29 Years,FeMale ,Islamabad,S.Swift,2018,1074836,Theft Claim
40 Years,Male,Islamabad,S.Mehran,2018,550000,Theft Claim
25 Years,Male,Peshawar,T.Grande,2020,3907000,Theft Claim
39 Years,Male,Mardan,S.Wagon-R,2014,988200,Theft Claim
25 Years,FeMale ,Islamabad,T.Grande,2018,2600000,Theft Claim
36 years ,FeMale ,Islamabad,T.GLI,2018,1772000,Theft Claim
24 Years,Male,Islamabad,S.Wagon-R,2018,908650,Theft Claim
46 years,FeMale ,Islamabad,S.Wagon,2020,1295000,Theft Claim
60 years,Male,Peshawar,T.Grande,2020,3907000,Theft Claim
47 years ,FeMale ,Muzaffarabad,S.Mehran,2020,601003,Theft Claim
42 Years,Male,chakwal,S.Wagon,2020,1518000,Theft Claim
36 Years,Male,Muzaffarabad,S.Mehran,2018,516132,Theft Claim
27 Years,Male,chakwal,S.Mehran,2016,502239,Theft Claim
45 Years,Male,Peshawar,S.Wagon,2016,1057515,Theft Claim
38 Years,Male,Peshawar,H.City,2016,1225000,Theft Claim
50 Years,Male,Islamabad,T.Grande,2013,2000000,Theft Claim
40 Years,Male,Islamabad,S.Swift,2018,1225000,Theft Claim
70 Years,Male,Islamabad,H.City,2016,1700000,Theft Claim
30 Years,Male,Islamabad,S.Wagon-R,2018,1029600,Theft Claim
65 Years,FeMale ,Islamabad,T.Altis,2016,1500000,Theft Claim
50 Years,Male,Peshawar,S.Cultus,2020,1251909,Theft Claim
73 Years,Male,Islamabad,T.GLI,2016,1772000,Theft Claim
55 Years,Male,Islamabad,T.GLI,2020,2200000,Theft Claim
35 Years,FeMale ,Islamabad,H.City,2018,2267500,Accidental Claim
36 Years ,FeMale ,Islamabad,S.Wagon-R,2016,935370,Theft Claim
50 Years,FeMale ,Islamabad,S.Wagon-R,2020,1047600,Fraud Claim
35 Years,Male,Islamabad,H.City,2014,1500000,Theft Claim
50 Years,Male,Islamabad,H.City,2018,1600000,Accidental Claim
34 Years,Male,Islamabad,S.Swift,2020,725300,Theft Claim
55 Years,Male,Peshawar,H.BRV,2020,3265000,Fraud Claim
43 Years,Male,Mardan,T.GLI,2018,2064606,Theft Claim
35 Years,Male,Islamabad,S.Hustler,2016,1012500,Accidental Claim
22 Years,Male,Islamabad,T.Grande,2018,1835000,Theft Claim
39 Years,Male,Islamabad,S.Swift,2020,750000,Fraud Claim
27 Years,Male,Islamabad,S.Mehran,2018,725000,Theft Claim
55 Years,Male,Islamabad,S.Wagon,2020,1395000,Accidental Claim
45 Years,Male,Islamabad,S.Wagon-R,2018,886140,Theft Claim
36 Years ,Male,Peshawar,T.Aqua,2018,2600000,Fraud Claim
24 Years,FeMale ,Islamabad,S.Wagon-R,2020,1110600,Theft Claim
48 Years,FeMale ,Islamabad,T.Altis,2020,2541150,Accidental Claim
30 Years,Male,Islamabad,T.Grande,2018,2500000,Theft Claim
46 Years,Male,Peshawar,T.Aqua,2018,2000000,Fraud Claim
63 Years,Male,Peshawar,T.Grande,2020,2427244,Theft Claim
39 Yerars,Male,Mardan,S.Wagon,2020,1433000,Accidental Claim
46 Years,FeMale ,Islamabad,T.Grande,2020,3179500,Theft Claim
39 Yerars,Male,Peshawar,T.Grande,2020,3765000,Fraud Claim
50 Years,Male,Islamabad,T.Grande,2020,3550000,Theft Claim
40 Years,FeMale ,Islamabad,H.BRV,2020,2607500,Theft Claim
29 Years,FeMale ,Islamabad,S.Swift,2018,1074836,Theft Claim
40 Years,Male,Islamabad,S.Mehran,2018,550000,Theft Claim
25 Years,Male,Islamabad,T.Grande,2018,3907000,Theft Claim
39 Years,Male,Islamabad,S.Wagon-R,2016,988200,Theft Claim
25 Years,FeMale ,Islamabad,T.Grande,2018,2600000,Theft Claim
36 years ,FeMale ,Islamabad,T.GLI,2016,1772000,Theft Claim
24 Years,Male,Islamabad,S.Wagon-R,2018,908650,Theft Claim
46 years,FeMale ,Islamabad,S.Wagon,2020,1295000,Theft Claim
60 years,Male,Peshawar,T.Grande,2020,3907000,Theft Claim
47 years ,FeMale ,Muzaffarabad,S.Mehran,2020,601003,Theft Claim
42 Years,Male,chakwal,S.Wagon,2020,1518000,Theft Claim
36 Years,Male,Muzaffarabad,S.Mehran,2018,516132,Theft Claim
27 Years,FeMale ,chakwal,S.Mehran,2016,502239,Theft Claim
45 Years,FeMale ,Islamabad,S.Wagon,2016,1057515,Theft Claim
38 Years,FeMale ,Islamabad,H.City,2016,1225000,Theft Claim
50 Years,Male,Islamabad,T.Grande,2013,2000000,Theft Claim
40 Years,Male,Islamabad,S.Swift,2018,1225000,Theft Claim
70 Years,Male,Peshawar,H.City,2016,1700000,Theft Claim
30 Years,FeMale ,Peshawar,S.Wagon-R,2018,1029600,Theft Claim
